Date,Realized Volatility,Constant,RV_lag1,5MA_RV,22MA_RV,Abs_Bias_lag1,Abs_pct_chg_lag1,abs_overnight_info_lag1,Abs_Bias_lag2,Abs_pct_chg_lag2,abs_overnight_info_lag2,Abs_Bias_lag3,squared_pct_chg_lag3,abs_overnight_info_lag3
2005-03-23,1.6783508257697468,1,1.200019619731343,0.8180732490663896,0.7301093570921317,0.02119723327797285,1.9596,0.0009673902399782719,0.011460203870607977,0.2968,0.0002957272311583381,0.024321364836672466,1.2925,0.0010270849707039176
2005-03-24,1.8800025237470692,1,1.6783508257697468,0.9681936415289958,0.7771481497481205,0.016793769107663614,0.4369,0.001159079627464088,0.02119723327797285,1.9596,0.0009673902399782719,0.011460203870607977,0.2968,0.0002957272311583381
2005-03-25,0.671520682964724,1,1.8800025237470692,1.2106657496200621,0.7949761325191216,0.005606551537994164,0.5445,0.000818913722410386,0.016793769107663614,0.4369,0.001159079627464088,0.02119723327797285,1.9596,0.0009673902399782719
2005-03-28,0.6580729184983168,1,0.671520682964724,1.2162235213700026,0.7866303600405087,0.00414701205989676,0.2117,0.0006504917913954245,0.005606551537994164,0.5445,0.000818913722410386,0.016793769107663614,0.4369,0.001159079627464088
2005-03-29,0.6363020379581961,1,0.6580729184983168,1.2175933141422397,0.791847723352307,0.003647163596359526,0.4579,0.0003516953920819077,0.00414701205989676,0.2117,0.0006504917913954245,0.005606551537994164,0.5445,0.000818913722410386
2005-03-30,1.0816010078044134,1,0.6363020379581961,1.1048497977876104,0.7882228795835874,0.005919220799363245,0.4245,0.0021537496833072822,0.003647163596359526,0.4579,0.0003516953920819077,0.00414701205989676,0.2117,0.0006504917913954245
2005-03-31,1.1347665393665476,1,1.0816010078044134,0.9854998341945436,0.8091701775056636,0.01998044691684342,1.8781,0.003199794991357585,0.005919220799363245,0.4245,0.0021537496833072822,0.003647163596359526,0.4579,0.0003516953920819077
2005-04-01,6.338783159670559,1,1.1347665393665476,0.8364526373184393,0.8427625770852064,0.008107695490953581,0.7387,0.0007308576808569001,0.01998044691684342,1.8781,0.003199794991357585,0.005919220799363245,0.4245,0.0021537496833072822
2005-04-04,1.570897027374334,1,6.338783159670559,1.9699051326596062,1.0918544512297041,0.024147707376949157,3.5835,0.009400303406153832,0.008107695490953581,0.7387,0.0007308576808569001,0.01998044691684342,1.8781,0.003199794991357585
2005-04-05,0.9714434086865424,1,1.570897027374334,2.15246995443481,1.1335255051953537,0.006694109288171823,1.6835,0.0018937807959540365,0.024147707376949157,3.5835,0.009400303406153832,0.008107695490953581,0.7387,0.0007308576808569001
2005-04-06,2.632289927973369,1,0.9714434086865424,2.2194982285804796,1.1595886623610658,0.0021297506338129324,0.9329,0.00045909617612061027,0.006694109288171823,1.6835,0.0018937807959540365,0.024147707376949157,3.5835,0.009400303406153832
2005-04-07,3.3543302812614937,1,2.632289927973369,2.5296360126142705,1.2674641099550528,0.010000239385814957,1.9403,0.0015298596993682523,0.0021297506338129324,0.9329,0.00045909617612061027,0.006694109288171823,1.6835,0.0018937807959540365
2005-04-08,1.6551946728772733,1,3.3543302812614937,2.97354876099326,1.3922105023166145,0.011347732863026927,0.8741,0.0003574728179174258,0.010000239385814957,1.9403,0.0015298596993682523,0.0021297506338129324,0.9329,0.00045909617612061027
2005-04-11,1.3804260257058067,1,1.6551946728772733,2.036831063634603,1.4487443894498822,0.02593104668278201,1.8796,0.00029719574804243365,0.011347732863026927,0.8741,0.0003574728179174258,0.010000239385814957,1.9403,0.0015298596993682523
2005-04-12,0.6544465518016146,1,1.3804260257058067,1.9987368633008977,1.485086389581198,0.013645551755933738,0.6046,0.001482194983998042,0.02593104668278201,1.8796,0.00029719574804243365,0.011347732863026927,0.8741,0.0003574728179174258
2005-04-13,1.8554747088983004,1,0.6544465518016146,1.935337491923912,1.4785447007926322,0.008405700867038846,1.7294,0.007729716225857608,0.013645551755933738,0.6046,0.001482194983998042,0.02593104668278201,1.8796,0.00029719574804243365
2005-04-14,0.8261168475763011,1,1.8554747088983004,1.7799744481088982,1.5014857168815288,0.009435359773370955,2.3527,0.003201878908535072,0.008405700867038846,1.7294,0.007729716225857608,0.013645551755933738,0.6046,0.001482194983998042
2005-04-15,0.6210790631525915,1,0.8261168475763011,1.2743317613718599,1.5031993360575704,0.0031779475535698154,1.1113,0.003775960123003408,0.009435359773370955,2.3527,0.003201878908535072,0.008405700867038846,1.7294,0.007729716225857608
2005-04-18,0.5005489368874086,1,0.6210790631525915,1.0675086394269235,1.4892597996801102,0.012229879098383911,1.4072,0.0037623214984057185,0.0031779475535698154,1.1113,0.003775960123003408,0.009435359773370955,2.3527,0.003201878908535072
2005-04-19,0.9669997771082508,1,0.5005489368874086,0.8915332216632439,1.4816646612071862,0.02106266101360621,1.5799,0.0012146954563210244,0.012229879098383911,1.4072,0.0037623214984057185,0.0031779475535698154,1.1113,0.003775960123003408
2005-04-20,0.6277539957359368,1,0.9669997771082508,0.9540438667245713,1.496358659065969,0.01601303305617474,0.1809,0.0007887086680735678,0.02106266101360621,1.5799,0.0012146954563210244,0.012229879098383911,1.4072,0.0037623214984057185
2005-04-21,0.9346009916701395,1,0.6277539957359368,0.7084997240920986,1.4952918427522783,0.018662712505848056,1.3092,0.0016801911324160201,0.01601303305617474,0.1809,0.0007887086680735678,0.02106266101360621,1.5799,0.0012146954563210244
2005-04-22,0.9536192914012552,1,0.9346009916701395,0.7301965529108663,1.4832273596585872,0.018269470715314817,0.9827,0.0013039858750660827,0.018662712505848056,1.3092,0.0016801911324160201,0.01601303305617474,0.1809,0.0007887086680735678
2005-04-25,0.7719696673657817,1,0.9536192914012552,0.796704598560599,1.450285017187292,0.013137025884359943,0.2873,0.002436280095172272,0.018269470715314817,0.9827,0.0013039858750660827,0.018662712505848056,1.3092,0.0016801911324160201
2005-04-26,1.6076353872116431,1,0.7719696673657817,0.8509887446562736,1.3999198873517789,0.01602373819216041,0.9593,0.0020115713155979265,0.013137025884359943,0.2873,0.002436280095172272,0.018269470715314817,0.9827,0.0013039858750660827
2005-04-27,0.7549012181353701,1,1.6076353872116431,0.979115866676952,1.4424705557266386,0.0038382170289237294,0.6359,0.0002025373821412657,0.01602373819216041,0.9593,0.0020115713155979265,0.013137025884359943,0.2873,0.002436280095172272
2005-04-28,2.711437343658384,1,0.7549012181353701,1.0045453111568388,1.4468718420737776,0.01209011977280916,1.4226,0.0026245350111633314,0.0038382170289237294,0.6359,0.0002025373821412657,0.01602373819216041,0.9593,0.0020115713155979265
2005-04-29,1.0594614193183467,1,2.711437343658384,1.3599125815544877,1.541196174151059,0.006066282953119284,1.7724,0.000673383701410124,0.01209011977280916,1.4226,0.0026245350111633314,0.0038382170289237294,0.6359,0.0002025373821412657
2005-05-09,2.247204143450308,1,1.0594614193183467,1.381081007137906,1.540189829219874,0.0007747866512346491,0.853,0.001270818003517249,0.006066282953119284,1.7724,0.000673383701410124,0.01209011977280916,1.4226,0.0026245350111633314
2005-05-10,2.0447647498666552,1,2.247204143450308,1.6761279023548112,1.5907551748600453,0.020759408290077275,2.4424,0.003558566563658161,0.0007747866512346491,0.853,0.001270818003517249,0.006066282953119284,1.7724,0.000673383701410124
2005-05-11,1.0417570438415025,1,2.0447647498666552,1.7635537748858137,1.3955725198689588,0.011412544762383625,0.4179,0.0008510428871888465,0.020759408290077275,2.4424,0.003558566563658161,0.0007747866512346491,0.853,0.001270818003517249
2005-05-12,2.064171462429782,1,1.0417570438415025,1.8209249400270402,1.3715207024356484,0.01709538857003068,0.9942,0.001863385819674157,0.011412544762383625,0.4179,0.0008510428871888465,0.020759408290077275,2.4424,0.003558566563658161
2005-05-13,2.3049930797889893,1,2.064171462429782,1.6914717637813197,1.4211901594239773,0.023833404705411176,1.8037,0.002164492214522973,0.01709538857003068,0.9942,0.001863385819674157,0.011412544762383625,0.4179,0.0008510428871888465
2005-05-16,1.2771116679878938,1,2.3049930797889893,1.9405780958754484,1.4063130299610511,0.011454395303656995,0.3292,0.0020153425853326468,0.023833404705411176,1.8037,0.002164492214522973,0.01709538857003068,0.9942,0.001863385819674157
2005-05-17,2.4094657935455404,1,1.2771116679878938,1.7465596007829656,1.3118940020849783,0.016137689396786392,1.0978,0.0038505100333594555,0.011454395303656995,0.3292,0.0020153425853326468,0.023833404705411176,1.8037,0.002164492214522973
2005-05-18,0.9428568537909544,1,2.4094657935455404,1.819499809518743,1.346179053024445,0.0059077154183357905,0.3808,9.093471802845698e-05,0.016137689396786392,1.0978,0.0038505100333594555,0.011454395303656995,0.3292,0.0020153425853326468
2005-05-19,1.8347373738581558,1,0.9428568537909544,1.7997197715086337,1.3262895452101338,0.0009380026942871211,0.3024,0.001099460449898615,0.0059077154183357905,0.3808,9.093471802845698e-05,0.016137689396786392,1.0978,0.0038505100333594555
2005-05-20,1.008563368443333,1,1.8347373738581558,1.7538329537943085,1.3799391280308855,0.0014941490343653996,0.0462,0.002707847419907594,0.0009380026942871211,0.3024,0.001099460449898615,0.0059077154183357905,0.3808,9.093471802845698e-05
2005-05-23,0.5860134613987781,1,1.008563368443333,1.4945470115251773,1.3414431580102053,0.0008098336725641531,0.3812,0.003609811185688372,0.0014941490343653996,0.0462,0.002707847419907594,0.0009380026942871211,0.3024,0.001099460449898615
2005-05-24,2.155885203269932,1,0.5860134613987781,1.3563273702073542,1.3305293677294088,0.02246121519554034,2.5858,0.004535673023826625,0.0008098336725641531,0.3812,0.003609811185688372,0.0014941490343653996,0.0462,0.002707847419907594
2005-05-25,1.1125056032875715,1,2.155885203269932,1.3056112521522325,1.4002932831892878,0.01491374481592711,0.2804,0.0012355757900737174,0.02246121519554034,2.5858,0.004535673023826625,0.0008098336725641531,0.3812,0.003609811185688372
2005-05-26,0.7529752241862041,1,1.1125056032875715,1.339541002051556,1.4281094952983862,0.010837788636106183,0.1592,0.0008631352686165883,0.01491374481592711,0.2804,0.0012355757900737174,0.02246121519554034,2.5858,0.004535673023826625
2005-05-27,1.1119307758454309,1,0.7529752241862041,1.1231885721171655,1.4183811065292025,0.015039208530448711,1.2377,0.0024054588256197107,0.010837788636106183,0.1592,0.0008631352686165883,0.01491374481592711,0.2804,0.0012355757900737174
2005-05-30,0.8356168177421052,1,1.1119307758454309,1.143862053597585,1.4403891419887247,0.012796168635227367,0.6536,0.0021173676241463824,0.015039208530448711,1.2377,0.0024054588256197107,0.010837788636106183,0.1592,0.0008631352686165883
2005-05-31,0.8318733306323616,1,0.8356168177421052,1.1937827248662505,1.4358898613556323,0.0030111450079237656,0.7809999999999999,0.0013667810292021798,0.012796168635227367,0.6536,0.0021173676241463824,0.015039208530448711,1.2377,0.0024054588256197107
2005-06-01,1.2216264500191008,1,0.8318733306323616,0.9289803503387363,1.4303559540479551,1.1452246918786102e-05,0.0543,0.0010639763910571531,0.0030111450079237656,0.7809999999999999,0.0013667810292021798,0.012796168635227367,0.6536,0.0021173676241463824
2005-06-02,1.7104891163306728,1,1.2216264500191008,0.9508045196850421,1.4507948987140151,0.014294632596131507,2.0317,0.0023671477687141618,1.1452246918786102e-05,0.0543,0.0010639763910571531,0.0030111450079237656,0.7809999999999999,0.0013667810292021798
2005-06-03,3.5275273533104063,1,1.7104891163306728,1.142307298113936,1.4554700682194253,0.02854513147248383,2.2252,0.002128115264194541,0.014294632596131507,2.0317,0.0023671477687141618,1.1452246918786102e-05,0.0543,0.0010639763910571531
2005-06-06,3.0728217194127314,1,3.5275273533104063,1.6254266136069309,1.5814985289091994,0.023516247812266577,0.2388,0.0032173654668001817,0.02854513147248383,2.2252,0.002128115264194541,0.014294632596131507,2.0317,0.0023671477687141618
2005-06-07,3.0985567223793513,1,3.0728217194127314,2.072867593941056,1.597925091443488,0.0016634685095038293,2.0462,0.0021622465262689516,0.023516247812266577,0.2388,0.0032173654668001817,0.02854513147248383,2.2252,0.002128115264194541
2005-06-08,10.946899073241491,1,3.0985567223793513,2.526204272290454,1.6906112415826244,0.004033749008020671,0.3323,0.012758953299082165,0.0016634685095038293,2.0462,0.0021622465262689516,0.023516247812266577,0.2388,0.0032173654668001817
2005-06-09,7.553340960007841,1,10.946899073241491,4.471258796934931,2.086051920209496,0.0687505004000375,8.2101,0.0028858033944141326,0.004033749008020671,0.3323,0.012758953299082165,0.0016634685095038293,2.0462,0.0021622465262689516
2005-06-10,2.6622337918388923,1,7.553340960007841,5.639829165670365,2.3364417479431863,0.06107986806678767,1.3867,0.00044039501845016815,0.0687505004000375,8.2101,0.0028858033944141326,0.004033749008020671,0.3323,0.012758953299082165
2005-06-13,3.0190602564168163,1,2.6622337918388923,5.466770453376062,2.410099781943068,0.02289240776893564,2.0128,0.002100037488562023,0.06107986806678767,1.3867,0.00044039501845016815,0.0687505004000375,8.2101,0.0028858033944141326
2005-06-14,1.931665537244345,1,3.0190602564168163,5.45601816077688,2.4535038180333872,0.0076481690244323275,0.18,0.0018477149048017338,0.02289240776893564,2.0128,0.002100037488562023,0.06107986806678767,1.3867,0.00044039501845016815
2005-06-15,1.4789408835630329,1,1.931665537244345,5.222639923749878,2.4365343842813583,0.015789903269402217,1.1595,0.002752847307121442,0.0076481690244323275,0.18,0.0018477149048017338,0.02289240776893564,2.0128,0.002100037488562023
2005-06-16,1.7321809969748516,1,1.4789408835630329,3.329048285814187,2.4457084395347732,0.02702080611088764,1.8865,0.0009922560088364563,0.015789903269402217,1.1595,0.002752847307121442,0.0076481690244323275,0.18,0.0018477149048017338
2005-06-17,1.4925686889373448,1,1.7321809969748516,2.164816293207589,2.4149227669633784,0.006688437304476658,1.228,0.0037718483556794524,0.02702080611088764,1.8865,0.0009922560088364563,0.015789903269402217,1.1595,0.002752847307121442
2005-06-20,3.0544568288698963,1,1.4925686889373448,1.9308832726272798,2.439909668560942,0.002922298531156109,0.0368,0.002060311045227081,0.006688437304476658,1.228,0.0037718483556794524,0.02702080611088764,1.8865,0.0009922560088364563
2005-06-21,0.945348129408876,1,3.0544568288698963,1.9379625871178956,2.495351461970566,0.02266649958330813,2.7643,4.0335501745758506e-05,0.002922298531156109,0.0368,0.002060311045227081,0.006688437304476658,1.228,0.0037718483556794524
2005-06-22,0.7262516042641347,1,0.945348129408876,1.7406991055508017,2.4924780420144548,0.008454464947411644,1.2669,0.0022977191077959702,0.02266649958330813,2.7643,4.0335501745758506e-05,0.002922298531156109,0.0368,0.002060311045227081
2005-06-23,0.6971099774709285,1,0.7262516042641347,1.590161249691022,2.498852503053789,0.00358073427149197,0.0497,0.0013384232940474305,0.008454464947411644,1.2669,0.0022977191077959702,0.02266649958330813,2.7643,4.0335501745758506e-05
2005-06-24,0.6388481206913733,1,0.6971099774709285,1.3831470457902375,2.4325445382447435,0.005419218039998341,0.7559999999999999,0.0015674680004913455,0.00358073427149197,0.0497,0.0013384232940474305,0.008454464947411644,1.2669,0.0022977191077959702
2005-06-27,1.237080493589727,1,0.6388481206913733,1.2124029321410432,2.411014652672189,0.0009433802879579289,0.7479,0.005956548418851959,0.005419218039998341,0.7559999999999999,0.0015674680004913455,0.00358073427149197,0.0497,0.0013384232940474305
2005-06-28,0.3936720566506951,1,1.237080493589727,0.8489276650850094,2.4330194376450764,0.017889441147496576,2.0654,0.003290904895386859,0.0009433802879579289,0.7479,0.005956548418851959,0.005419218039998341,0.7559999999999999,0.0015674680004913455
2005-06-29,0.4709882622252435,1,0.3936720566506951,0.7385924505333732,2.400371314045316,0.0022281989350947384,1.4273,0.002773557067811794,0.017889441147496576,2.0654,0.003290904895386859,0.0009433802879579289,0.7479,0.005956548418851959
2005-06-30,0.6517689252638943,1,0.4709882622252435,0.6875397821255949,2.383797288794549,0.0015571272798169389,0.3244,0.0013719914000587252,0.0022281989350947384,1.4273,0.002773557067811794,0.017889441147496576,2.0654,0.003290904895386859
2005-07-01,1.1063584988401816,1,0.6517689252638943,0.678471571684188,2.3756107249141643,0.021218221833300355,2.1768,0.0033592046604260517,0.0015571272798169389,0.3244,0.0013719914000587252,0.0022281989350947384,1.4273,0.002773557067811794
2005-07-04,1.1739034970877742,1,1.1063584988401816,0.7719736473139498,2.3703712725878496,0.03636056582473035,2.3446,0.005083027855325106,0.021218221833300355,2.1768,0.0033592046604260517,0.0015571272798169389,0.3244,0.0013719914000587252
2005-07-05,1.3666723317888485,1,1.1739034970877742,0.7593382480135592,2.345981017167718,0.030016076852176887,0.7878,0.0032470029641888942,0.03636056582473035,2.3446,0.005083027855325106,0.021218221833300355,2.1768,0.0033592046604260517
2005-07-06,0.7096705526194135,1,1.3666723317888485,0.9539383030411898,2.2477603343712835,0.024952989567767148,0.7863,0.0015925055607644012,0.030016076852176887,0.7878,0.0032470029641888942,0.03636056582473035,2.3446,0.005083027855325106
2005-07-07,1.1262999675223957,1,0.7096705526194135,1.0016747611200238,2.1403443722443147,0.01688975530674064,0.5291,0.0003164368655035332,0.024952989567767148,0.7863,0.0015925055607644012,0.030016076852176887,0.7878,0.0032470029641888942
2005-07-08,1.0514965700168901,1,1.1262999675223957,1.0965809695717241,2.0506963379326346,0.004021948184566249,0.4888,0.0021060157402637003,0.01688975530674064,0.5291,0.0003164368655035332,0.024952989567767148,0.7863,0.0015925055607644012
2005-07-11,1.228365635020601,1,1.0514965700168901,1.0856085838070657,1.600905315058789,0.01681340891015637,1.9848,0.008614212394203236,0.004021948184566249,0.4888,0.0021060157402637003,0.01688975530674064,0.5291,0.0003164368655035332
2005-07-12,6.340050789698516,1,1.228365635020601,1.0965010113936309,1.3134064366502782,0.016251032857113934,0.6369,0.0035634384543037356,0.01681340891015637,1.9848,0.008614212394203236,0.004021948184566249,0.4888,0.0021060157402637003
2005-07-13,1.2213367304465852,1,6.340050789698516,2.0911767029755643,1.4805799365529886,0.016077416384112198,3.4268,0.001514297387189778,0.016251032857113934,0.6369,0.0035634384543037356,0.01681340891015637,1.9848,0.008614212394203236
2005-07-14,1.3201501995503804,1,1.2213367304465852,2.193509938540999,1.3988652308270693,0.006918510385700571,0.838,0.0018013233546589902,0.016077416384112198,3.4268,0.001514297387189778,0.016251032857113934,0.6369,0.0035634384543037356
2005-07-15,1.107168384601445,1,1.3201501995503804,2.2322799849465955,1.3710690791137072,0.009477370480976077,0.2913,0.0007759522510468742,0.006918510385700571,0.838,0.0018013233546589902,0.016077416384112198,3.4268,0.001514297387189778
2005-07-18,0.7349349143172709,1,1.107168384601445,2.2434143478635065,1.3541703291609077,0.005954757988041237,1.3745,0.0026689517403255536,0.009477370480976077,0.2913,0.0007759522510468742,0.006918510385700571,0.838,0.0018013233546589902
2005-07-19,1.4979111917200931,1,0.7349349143172709,2.1447282037228406,1.3088409617673813,0.01982837356709677,1.3661,0.0010795304498243397,0.005954757988041237,1.3745,0.0026689517403255536,0.009477370480976077,0.2913,0.0007759522510468742
2005-07-20,0.8487829414850653,1,1.4979111917200931,1.1763002841271557,1.3090838028029608,0.011424980928487649,0.2231,0.0003658165663011914,0.01982837356709677,1.3661,0.0010795304498243397,0.005954757988041237,1.3745,0.0026689517403255536
2005-07-21,0.5425994458937219,1,0.8487829414850653,1.1017895263348518,1.208825898830923,0.0016687889241380205,0.6602,0.0003516599807520393,0.011424980928487649,0.2231,0.0003658165663011914,0.01982837356709677,1.3661,0.0010795304498243397
2005-07-22,2.0259152218549605,1,0.5425994458937219,0.94627937560352,1.190519140489325,0.001759503974139598,0.0411,0.005371426577618799,0.0016687889241380205,0.6602,0.0003516599807520393,0.011424980928487649,0.2231,0.0003658165663011914
2005-07-25,0.6032189820764005,1,2.0259152218549605,1.130028743054223,1.2495947594707262,0.022717587503081837,2.517,0.0010059333700294104,0.001759503974139598,0.0411,0.005371426577618799,0.0016687889241380205,0.6602,0.0003516599807520393
2005-07-26,1.3118463878806161,1,0.6032189820764005,1.103685556606049,1.245326986952793,0.015361938626434757,0.08800000000000001,0.0010860753977803839,0.022717587503081837,2.517,0.0010059333700294104,0.001759503974139598,0.0411,0.005371426577618799
2005-07-27,1.0983568342176222,1,1.3118463878806161,1.0664725958381536,1.2759178172795769,0.030035802189691374,2.6217,0.0002265342460949782,0.015361938626434757,0.08800000000000001,0.0010860753977803839,0.022717587503081837,2.517,0.0010059333700294104
2005-07-28,1.0217594492308006,1,1.0983568342176222,1.116387374384665,1.2696121963990266,0.03279928312735869,1.5941,0.0001844020630734633,0.030035802189691374,2.6217,0.0002265342460949782,0.015361938626434757,0.08800000000000001,0.0010860753977803839
2005-07-29,0.5237333348091473,1,1.0217594492308006,1.2122193750520807,1.298161623334486,0.017194043897132083,0.3084,0.0014515180856786714,0.03279928312735869,1.5941,0.0001844020630734633,0.030035802189691374,2.6217,0.0002265342460949782
2005-08-01,0.5969215316274272,1,0.5237333348091473,0.9117829976429181,1.3005591266337542,0.0070567367644089884,0.3235,0.0002188538439051868,0.017194043897132083,0.3084,0.0014515180856786714,0.03279928312735869,1.5941,0.0001844020630734633
2005-08-02,0.73732342134665,1,0.5969215316274272,0.9105235075531235,1.298066063286642,0.004340889819935079,0.5462,0.0005324823534476053,0.0070567367644089884,0.3235,0.0002188538439051868,0.017194043897132083,0.3084,0.0014515180856786714
