Date,Realized Volatility,BIAS,pct_chg,Overnight_Information
2005-03-23,1.6783508257697468,-3.9058,-0.4369,-1.1669999999999163
2005-03-24,1.8800025237470692,-2.7758,0.5445,-1.3919999999998254
2005-03-25,0.671520682964724,-2.3189,-0.2117,-0.9890000000000327
2005-03-28,0.6580729184983168,-2.0249,-0.4579,-0.7840000000001055
2005-03-29,0.6363020379581961,-1.8469,-0.4245,-0.42200000000002547
2005-03-30,1.0816010078044134,-3.0292,-1.8781,-2.57100000000014
2005-03-31,1.1347665393665476,-1.8074,0.7387,-3.745999999999867
2005-04-01,6.338783159670559,1.7438,3.5835,-0.8630000000000564
2005-04-04,1.570897027374334,0.265,-1.6835,-11.448000000000093
2005-04-05,0.9714434086865424,-0.5445,-0.9329,-2.27599999999984
2005-04-06,2.632289927973369,1.2735,1.9403,-0.5469999999997981
2005-04-07,3.3543302812614937,2.0116,0.8741,1.8600000000001273
2005-04-08,1.6551946728772733,3.5593,1.8796,-0.43800000000010186
2005-04-11,1.3804260257058067,2.5855,-0.6046,-0.3709999999998672
2005-04-12,0.6544465518016146,0.6077,-1.7294,-1.8379999999999654
2005-04-13,1.8554747088983004,2.3362,2.3527,9.462999999999965
2005-04-14,0.8261168475763011,0.7604,-1.1113,4.003000000000156
2005-04-15,0.6210790631525915,-0.604,-1.4072,-4.651999999999816
2005-04-18,0.5005489368874086,-2.1325,-1.5799,-4.569999999999936
2005-04-19,0.9669997771082508,-2.0208,0.1809,-1.4539999999999509
2005-04-20,0.6277539957359368,-3.0607,-1.3092,-0.9459999999999127
2005-04-21,0.9346009916701395,-3.5956,-0.9827,-1.9880000000000564
2005-04-22,0.9536192914012552,-3.2415,-0.2873,-1.52800000000002
2005-04-25,0.7719696673657817,-3.5069,-0.9593,-2.8450000000000273
2005-04-26,1.6076353872116431,-2.4528,0.6359,-2.326999999999998
2005-04-27,0.7549012181353701,-3.0334,-1.4226,-0.23600000000010368
2005-04-28,2.711437343658384,-0.7684,1.7724,-3.0109999999999673
2005-04-29,1.0594614193183467,-1.1297,-0.853,-0.7869999999998072
2005-05-09,2.247204143450308,-2.9909,-2.4424,1.4739999999999327
2005-05-10,2.0447647498666552,-2.0448,0.4179,-4.017000000000053
2005-05-11,1.0417570438415025,-2.5148,-0.9942,-0.9660000000001219
2005-05-12,2.064171462429782,-3.7006,-1.8037,-2.092999999999847
2005-05-13,2.3049930797889893,-2.862,0.3292,-2.3869999999999436
2005-05-16,1.2771116679878938,-3.3988,-1.0978,-2.230000000000018
2005-05-17,2.4094657935455404,-2.4659,0.3808,-4.210000000000036
2005-05-18,0.9428568537909544,-1.7719999999999998,0.3024,0.09999999999990905
2005-05-19,1.8347373738581558,-1.1487,0.0462,-1.211999999999989
2005-05-20,1.008563368443333,-0.9944,-0.3812,-2.9839999999999236
2005-05-23,0.5860134613987781,-3.0306,-2.5858,-3.9610000000000127
2005-05-24,2.155885203269932,-2.2122,0.2804,-4.846000000000004
2005-05-25,1.1125056032875715,-1.9022,-0.1592,-1.3260000000000218
2005-05-26,0.7529752241862041,-2.7147,-1.2377,-0.9249999999999545
2005-05-27,1.1119307758454309,-2.8536,-0.6536,-2.543999999999869
2005-05-30,0.8356168177421052,-1.7746,0.7809999999999999,-2.2250000000001364
2005-05-31,0.8318733306323616,-1.3657,0.0543,1.4500000000000455
2005-06-01,1.2216264500191008,-2.7932,-2.0317,-1.1280000000001564
2005-06-02,1.7104891163306728,-4.1727,-2.2252,-2.45699999999988
2005-06-03,3.5275273533104063,-3.6231,-0.2388,-2.159999999999968
2005-06-06,3.0728217194127314,-1.3089,2.0462,-3.255999999999858
2005-06-07,3.0985567223793513,-1.2325,-0.3323,2.2390000000000327
2005-06-08,10.946899073241491,6.4334,8.2101,13.237999999999829
2005-06-09,7.553340960007841,7.1713,1.3867,3.22400000000016
2005-06-10,2.6622337918388923,4.4565,-2.0128,-0.4980000000000473
2005-06-13,3.0190602564168163,3.8171,-0.18,-2.3250000000000455
2005-06-14,1.931665537244345,2.2992,-1.1595,2.0459999999998217
2005-06-15,1.4789408835630329,0.0544,-1.8865,-3.005999999999858
2005-06-16,1.7321809969748516,0.6266,1.228,-1.0640000000000782
2005-06-17,1.4925686889373448,-0.0769,-0.0368,4.104000000000042
2005-06-20,3.0544568288698963,1.9232,2.7643,2.2390000000000327
2005-06-21,0.945348129408876,-0.0125,-1.2669,0.04500000000007276
2005-06-22,0.7262516042641347,0.1603,0.0497,-2.52800000000002
2005-06-23,0.6971099774709285,-0.2583,-0.7559999999999999,-1.47400000000016
2005-06-24,0.6388481206913733,0.5465,0.7479,-1.7129999999999654
2005-06-27,1.237080493589727,2.4516,2.0654,6.582999999999856
2005-06-28,0.3936720566506951,0.8503,-1.4273,-3.6950000000001637
2005-06-29,0.4709882622252435,0.23,-0.3244,3.078999999999951
2005-06-30,0.6517689252638943,-1.9067,-2.1768,-1.5150000000001
2005-07-01,1.1063584988401816,-3.945,-2.3446,-3.625
2005-07-04,1.1739034970877742,-4.1054,-0.7878,-5.352000000000089
2005-07-05,1.3666723317888485,-4.3123,-0.7863,-3.394999999999982
2005-07-06,0.7096705526194135,-4.2145,-0.5291,1.6559999999997217
2005-07-07,1.1262999675223957,-3.2522,0.4888,-0.3269999999999982
2005-07-08,1.0514965700168901,-4.4255,-1.9848,-2.1849999999999454
2005-07-11,1.228365635020601,-4.0147,-0.6369,8.806999999999903
2005-07-12,6.340050789698516,-0.1338,3.4268,-3.5979999999998427
2005-07-13,1.2213367304465852,-0.3276,-0.838,-1.5830000000000837
2005-07-14,1.3201501995503804,0.3535,0.2913,-1.8669999999999618
2005-07-15,1.107168384601445,-0.7437,-1.3745,-0.8070000000002437
2005-07-18,0.7349349143172709,-1.7653,-1.3661,-2.7350000000000136
2005-07-19,1.4979111917200931,-1.3097,0.2231,-1.0919999999999845
2005-07-20,0.8487829414850653,-0.5372,0.6602,-0.3710000000000946
2005-07-21,0.5425994458937219,-0.4038,-0.0411,-0.3590000000000373
2005-07-22,2.0259152218549605,1.8214,2.517,5.496999999999957
2005-07-25,0.6032189820764005,1.3973,-0.08800000000000001,-1.0520000000001346
2005-07-26,1.3118463878806161,3.7873,2.6217,1.1359999999999673
2005-07-27,1.0983568342176222,4.9089,1.5941,-0.24300000000016553
2005-07-28,1.0217594492308006,4.123,-0.3084,0.20100000000002183
2005-07-29,0.5237333348091473,3.2231,-0.3235,-1.5760000000000218
2005-08-01,0.5969215316274272,3.0322,0.5462,-0.23700000000008004
2005-08-02,0.73732342134665,3.5810000000000004,1.3857,0.5799999999999272
2005-08-03,0.9913330725824488,3.0865,0.3316,2.2789999999999964
2005-08-04,0.5319764311444244,1.8342,-0.4613,-2.78899999999976
2005-08-05,0.8646631403553251,3.4622,2.3721,0.03099999999994907
2005-08-08,1.1218944702622715,3.5047,0.8983,3.060000000000173
2005-08-09,0.9309803690797972,3.9919,1.1987,0.2400000000000091
2005-08-10,1.2250898783153144,4.4119,1.0845,0.6749999999999545
2005-08-11,1.30934802268742,5.1596,1.5919,0.4099999999998545
2005-08-12,1.836762702390413,2.9911,-1.3234,1.6870000000001255
2005-08-15,0.9286475340298114,3.7772,1.6346,-0.8819999999998345
2005-08-16,1.4250697000211832,2.2719,-0.8195,1.0139999999998963
2005-08-17,1.7097340909101648,2.8625,1.3214,-2.1019999999998618
2005-08-18,3.3083414289228714,-1.3871,-3.7557,1.6020000000003165
2005-08-19,3.0842323136008836,-1.3842,0.1872,-3.576000000000249
2005-08-22,1.41007094746926,-0.8305,0.7314,-1.211999999999989
2005-08-23,1.5765206643686085,-1.5483,-0.7457,0.2319999999999709
2005-08-24,1.6558381900458656,-0.0955,1.494,1.4910000000002128
2005-08-25,1.1504707507111107,0.4569,0.4574,0.86200000000008
2005-08-26,0.7217850021729907,0.3703,-0.0525,0.5350000000000819
2005-08-29,1.3441402623229122,-0.8461,-1.4875,0.1390000000001237
2005-08-30,0.5231197834585026,-1.2749,-0.6967,-2.8070000000000164
2005-08-31,0.8427172154748098,0.3982,1.4317,-0.571999999999889
2005-09-01,1.0930215446302265,1.9845,1.9036,0.9020000000000437
2005-09-02,0.6389473305625649,1.9821,0.3304,2.1289999999999054
2005-09-05,0.55386450772477,2.2847,0.6204,0.21700000000009823
2005-09-06,1.7453389194104407,0.1264,-1.9145,1.0070000000000618
2005-09-07,1.5769588503928218,1.6816,1.7887,-2.5519999999999072
2005-09-08,1.8958955473845616,1.5007,0.0085,1.9640000000001692
2005-09-09,1.256490718991012,0.9416,-0.4007,0.08399999999983265
2005-09-12,0.5711385454291864,0.5335,-0.1188,0.12200000000007094
2005-09-13,0.5941471663518271,1.6144,1.595,0.038000000000010914
2005-09-14,1.0122764359305636,1.9968,0.8364,2.1030000000000655
2005-09-15,0.3881310801607928,1.7227,0.0016,0.2580000000000382
2005-09-16,0.3116097175187805,1.1568,-0.35600000000000004,0.13799999999991996
2005-09-19,0.23571685630613676,1.5906,0.6332,0.5390000000002146
2005-09-20,0.7173836796840571,0.5949,-0.6562,1.6280000000001564
2005-09-21,0.9069285422382146,-1.3965,-2.0311,-1.7650000000001
2005-09-22,1.4867794819488631,-3.4468,-2.3593,-2.2999999999999545
2005-09-23,1.3689764337647166,-3.8096,-0.688,-2.6649999999999636
2005-09-26,0.474639811496613,-3.286,0.2658,-1.0470000000000255
2005-09-27,0.8914073876268477,-4.5208,-1.8878,0.011000000000194632
2005-09-28,0.7039876780227979,-3.9523,-0.1291,-1.9200000000000728
2005-09-29,0.7640658176121752,-1.4231,2.095,2.6670000000001437
2005-09-30,0.4020996973172706,-0.9275,0.0112,1.2850000000000819
2005-10-10,0.5248471657259437,-1.6676,-1.442,-1.9420000000000073
2005-10-11,0.6659536002963595,0.3878,1.6017,-1.0019999999999527
2005-10-12,0.3834277582048491,1.0211,0.4028,0.2929999999998927
2005-10-13,0.3996787577396256,0.2813,-0.7958,0.17000000000007276
2005-10-14,0.4191730977436562,-0.7476,-1.1331,-0.23299999999994725
2005-10-17,0.6627876465844128,-1.2558,-0.7171,-1.16800000000012
2005-10-18,0.5334441712534476,-0.4674,0.8685,-0.11200000000008004
2005-10-19,0.8180127999027579,-1.0669,-0.5777,-0.1490000000001146
2005-10-20,0.8084282331171708,-0.7809,0.1182,-1.1549999999999727
2005-10-21,0.5777580030534551,-0.1873,0.4726,-0.3389999999999418
2005-10-24,0.2496322624623559,-0.2196,-0.0129,0.013000000000147338
2005-10-25,0.5266874494562326,-1.5995,-1.6871,-0.9980000000000473
2005-10-26,0.7579576991879884,-3.2217,-2.2067,-2.48900000000026
2005-10-27,1.3300152053989882,-2.6964,0.0566,-3.2309999999999945
2005-10-28,1.4800129210628477,-3.6948,-1.5408,-0.19699999999988904
2005-10-31,1.043341335455419,-2.2944,1.1056,-1.8269999999999982
2005-11-01,0.8259740349113576,-2.1021,-0.2623,-1.1400000000001
2005-11-02,1.0068286708524552,-0.5026,1.3617,0.047000000000025466
2005-11-03,0.9068736515095668,-0.9972,-0.8616,-0.1979999999998654
2005-11-04,0.6641421175120205,-0.1935,0.4357,-1.0150000000001
2005-11-07,0.4104713419630875,0.2299,0.055,-0.5180000000000291
2005-11-08,0.7425466938622591,1.2032,0.8629,-0.7100000000000364
2005-11-09,0.4884885080586866,0.9203,-0.1796,0.40000000000009095
2005-11-10,0.9006382422879368,-0.802,-1.7914,-1.20900000000006
2005-11-11,0.7816336393971529,-0.7138,0.174,-2.6070000000001983
2005-11-14,0.2421563520612913,-0.8166,-0.1414,-0.6359999999999673
2005-11-15,0.6020325175392958,-0.8988,-0.1052,-0.1410000000000764
2005-11-16,0.6806178835410559,-0.0539,0.7708,-0.6820000000000164
2005-11-17,0.35579450786272354,-0.1072,-0.0529,-1.012000000000171
2005-11-18,1.4540038389339764,1.7136,1.9802,0.21100000000001273
2005-11-21,0.4088796272784457,1.8023,0.2629,0.7770000000000437
2005-11-22,0.5886395636713797,-0.0278,-1.9002,-0.24700000000029831
2005-11-23,0.3662302266969121,0.6395,0.6454,-2.0950000000000273
2005-11-24,0.4837465000302125,1.1031,0.6899,-0.4110000000000582
2005-11-25,0.2563669832778091,1.0163,0.1385,-0.0909999999998945
2005-11-28,0.35198014301696223,0.4437,-0.3671,-1.0870000000002165
2005-11-29,0.3213126862537936,-0.8924,-1.2457,-1.2540000000001328
2005-11-30,0.30180144143471704,-0.7171,0.2074,-1.6870000000001255
2005-12-01,0.2567548144715001,-0.7943,-0.0468,-0.47700000000008913
2005-12-02,0.29361241072503963,-0.9940000000000001,-0.4059,1.0090000000000146
2005-12-05,0.3231700978459833,-1.9980000000000002,-1.379,-1.1859999999999218
2005-12-06,0.4398943890863392,-1.1198,0.7966,-1.6189999999999145
2005-12-07,0.3532402380024978,0.0105,1.0867,-0.052999999999883585
2005-12-08,0.39346383288920017,0.0299,-0.1175,1.0699999999999363
2005-12-09,0.3543913157839265,1.4233,1.3797,-0.8079999999999927
2005-12-12,0.3027191507871378,1.6352,0.2595,2.2740000000001146
2005-12-13,0.4049142430867396,1.577,0.1325,-0.6019999999998618
2005-12-14,0.4047919312440928,2.02,0.6746,-0.37599999999997635
2005-12-15,0.6293120422029485,1.6254,-0.1628,0.28500000000008185
2005-12-16,0.15422764868936767,1.6774,0.3518,-0.8220000000001164
2005-12-19,0.23351866867509,1.5786,0.3763,0.3289999999999509
2005-12-20,0.22374298096780149,1.5482,0.4057,0.04500000000007276
2005-12-21,0.2828149393242669,0.7688,-0.4913,-0.3650000000000091
2005-12-22,0.1777595077400199,0.8363,0.3961,-1.1950000000001637
2005-12-23,0.1318394019168235,1.4091,0.8485,0.46699999999987085
2005-12-26,0.4295216704528124,2.1019,1.044,0.8989999999998872
2005-12-27,0.21044974566656866,1.5516,-0.2191,0.66599999999994
2005-12-28,0.2273716027032851,1.5105,0.2379,0.8289999999999509
2005-12-29,0.21984118154927085,2.2207,1.1087,0.47200000000020736
2005-12-30,0.29481709294110736,1.1548,-0.7527,1.7129999999999654
2006-01-04,0.3844239017080643,2.4498,1.7145,2.8209999999999127
2006-01-05,0.3389697865811534,3.3183,1.3807,2.3420000000000982
2006-01-06,0.8957224272222485,3.6633,1.0151,1.5420000000001437
2006-01-09,0.6066582296485421,3.4853,0.5164,0.8979999999999109
2006-01-10,0.5376819362700339,3.2409,0.4072,0.1799999999998363
2006-01-11,0.6819959472472288,1.9642,-0.7836,-0.806999999999789
2006-01-12,0.44976796117251794,2.6561,1.2923,-2.2870000000000346
2006-01-13,0.7199713064728768,1.669,-0.4276,1.4529999999999745
2006-01-16,0.4426619659771902,-0.1527,-1.5219999999999998,-0.3489999999999327
2006-01-17,0.4504754753765711,-0.0834,0.46299999999999997,-2.6139999999998054
2006-01-18,0.5730416171525508,1.5366,2.0615,-0.9130000000000109
2006-01-19,0.942281676131613,2.5785,1.4778,1.7330000000001746
2006-01-20,0.6259026514218479,2.4989,0.2982,-0.1670000000001437
2006-01-23,0.3615620823360214,2.2022,0.0371,-0.5309999999999491
2006-01-24,0.5872679322699088,1.64,-0.2956,0.23100000000022192
2006-01-25,0.6103490256459763,1.7377,0.4779,-0.7929999999998927
2006-02-06,0.4664880074626696,3.6193,2.3513,4.95699999999988
2006-02-07,1.4553030780903058,2.6733,-0.4295,1.8269999999999982
2006-02-08,0.7235244203610461,2.5943,0.6208,0.02500000000009095
2006-02-09,0.8207738781597158,0.4685,-1.5969,-1.0889999999999418
2006-02-10,0.4639828492554831,1.1187,1.04,0.08200000000010732
2006-02-13,0.4392421391145053,0.6583,-0.2351,1.1200000000001182
2006-02-14,0.34532485939665764,0.938,0.5226,-0.013000000000147338
2006-02-15,0.7584042696490845,1.5995,0.9981,2.810999999999922
2006-02-16,1.057040833200574,-0.7759999999999999,-2.1963,-0.6690000000000964
2006-02-17,0.8506851284009918,-1.1001,-0.2538,-1.2329999999999472
2006-02-20,0.4162836533336454,-0.9344,0.0106,0.6989999999998417
2006-02-21,0.7795692562232438,0.6475,1.6469999999999998,-0.8969999999999345
2006-02-22,0.6213583971331222,0.3657,-0.3254,0.43400000000019645
2006-02-23,0.6238733864596179,0.5744,0.3598,-0.09600000000000364
2006-02-24,0.25616295595785005,1.088,0.6222,0.5869999999999891
2006-02-27,0.5148578296884279,0.9749,0.0247,0.8209999999999127
2006-02-28,0.4993148892965851,1.0185,0.1422,-2.379000000000133
2006-03-01,0.2708238492186805,1.5475,0.5817,0.12400000000002365
2006-03-02,1.0449506573924572,-0.195,-1.6011,-0.0009999999999763531
2006-03-03,0.8358103950409457,0.196,0.5935,-1.0600000000001728
2006-03-06,0.3458796229087059,-0.3057,-0.3357,-0.5499999999999545
2006-03-07,0.7082306000077605,-2.3364,-2.2529,-0.6999999999998181
2006-03-08,0.965285727092028,-2.8204,-0.7566,-3.231000000000222
2006-03-09,0.3947194351807426,-2.8963,-0.4173,-2.9220000000000255
2006-03-10,0.3684295190911553,-2.4688,0.0391,0.021999999999934516
2006-03-13,0.34516888845831256,-1.0804,1.1256,-0.3530000000000655
2006-03-14,0.3143198509268808,-0.8185,-0.05,0.7480000000000473
2006-03-15,0.3370036791390708,0.6756,1.2524,0.1870000000001255
2006-03-16,0.22761738571289003,0.7178,-0.0488,-0.19699999999988904
2006-03-17,0.4306208716722921,0.5335,-0.3711,-1.1800000000000637
2006-03-20,0.4206773204235167,2.039,1.4932,0.11900000000014188
2006-03-21,0.3850438435624656,1.9495,0.1534,0.1369999999999436
2006-03-22,0.35457879289893124,2.0745,0.4891,-0.9339999999999691
2006-03-23,0.33713753190796314,2.0669,0.4435,-0.512000000000171
2006-03-24,0.4954745464353642,1.0709,-0.5953,-0.31599999999980355
2006-03-27,0.3512260954238981,0.88,0.0935,1.36200000000008
2006-03-28,0.25537197781700993,0.792,0.2219,-0.15499999999997272
2006-03-29,0.41121366428253625,1.0766,0.5217,0.5919999999998709
2006-03-30,0.2783415292192529,0.0777,-0.831,0.2760000000000673
2006-03-31,0.31862898356774383,0.131,0.2763,-3.2000000000000455
2006-04-03,0.4046473728262709,1.521,1.6311,0.3889999999998963
2006-04-04,0.6060665375028165,2.0064,0.7827,0.3660000000002128
2006-04-05,0.3643068360552063,2.4598,0.7794,0.7630000000003747
2006-04-06,0.5503311779077303,2.1362,-0.0317,1.5740000000000691
2006-04-07,0.4810261742838052,2.0069999999999997,0.2409,0.9089999999998781
2006-04-10,0.36583305974313796,2.7382,1.2,1.2740000000001146
2006-04-11,0.6197680057069822,2.4847,0.2316,1.8969999999997071
2006-04-12,0.3614013655523067,1.9086,-0.1539,-0.4880000000000564
2006-04-13,1.102700969271323,-0.455,-2.0441,-0.8540000000002692
2006-04-14,0.7957228653667114,1.1152,2.0421,-2.2349999999999
2006-04-17,1.0695740366995885,2.0849,1.4031,1.106000000000222
2006-04-18,0.8539418714795145,2.1478,0.4715,1.1989999999998417
2006-04-19,1.0772997845719687,2.5747,0.8366,4.019999999999982
2006-04-20,1.269969809774095,1.4375,-0.7734,1.3959999999997308
2006-04-21,1.0240636383838142,3.1413,2.2291,0.022999999999683496
2006-04-24,2.0042296927887278,2.2537,-0.4946,6.6159999999999854
2006-04-25,1.2060514113553282,1.2513,-0.7107,-3.8880000000001473
2006-04-26,1.2523040368724194,2.1088,1.2652,-0.6990000000000691
2006-04-27,1.0749903977144684,1.4384,-0.0526,1.4259999999997035
2006-04-28,1.3957478222014654,2.5281,1.6581,-13.209000000000287
2006-05-08,1.2084343129048838,5.6859,3.9495,6.769000000000233
2006-05-09,2.120357305841734,6.9871,2.2749,6.134999999999991
2006-05-10,2.8227151852512096,6.8893,0.9487,6.400000000000091
2006-05-11,3.8077312469513984,5.2125,-0.5376,1.8689999999999145
2006-05-12,3.679914470868739,8.312999999999999,4.2576,-4.499000000000251
2006-05-15,4.160314070238895,10.5526,3.8217,13.426999999999907
2006-05-16,7.629655630594993,5.6765,-3.0549,-5.395999999999958
2006-05-17,6.863152735643087,5.027,0.7373,-0.020999999999958163
2006-05-18,3.6247869600995055,3.1814,-0.484,-13.488999999999805
2006-05-19,2.2153502485488668,4.4168,2.6133,2.9320000000000164
2006-05-22,2.7705437240648143,3.2567,-0.1118,-2.7910000000001673
2006-05-23,5.882277112939006,-0.508,-3.2055,-9.726999999999634
2006-05-24,5.397972174188345,-1.629,-0.8493,5.190000000000055
2006-05-25,3.2310920001291734,-1.9257,0.0315,-5.457999999999856
2006-05-26,1.1014777584603346,-0.6088,1.4119,5.1400000000001
2006-05-29,1.0278766556400445,1.6221,2.1466,8.213999999999942
2006-05-30,1.3071171377814683,1.8849,0.5308,6.442000000000235
2006-05-31,2.2913078083591976,0.8019,-0.9647,-1.0039999999999054
2006-06-01,1.6677565007264552,3.013,2.6135,-1.62700000000018
2006-06-02,2.7323833670608053,2.0465,-0.8785,4.5870000000002165
2006-06-05,2.930376093269269,2.8079,0.912,-0.16299999999978354
2006-06-06,1.4028331053930656,2.0081,-0.3264,-3.4039999999999964
2006-06-07,6.544524535241506,-3.4259,-5.335,-0.8880000000001473
2006-06-08,7.0861668480264886,-3.3081,0.1224,-13.110000000000127
2006-06-09,3.401307563868152,-5.3855,-2.52,-7.533999999999878
2006-06-12,2.8111166229960665,-4.743,0.0911,-11.167999999999893
2006-06-13,1.6844977683991942,-4.3688,-0.2771,-0.6999999999998181
2006-06-14,2.341746692319631,-4.7823,-1.1087,-7.8599999999999
2006-06-15,1.0233109678712398,-3.7181,0.1732,-0.08000000000015461
2006-06-16,0.7393887654785406,-0.5845,2.6393,6.207000000000107
2006-06-19,1.5078255655327442,0.7876,0.7507,-14.482000000000198
2006-06-20,0.9871538388706296,1.7328,0.3811,-2.4149999999999636
2006-06-21,2.2468053153035767,2.0464,0.3632,-1.724999999999909
2006-06-22,1.0266222496142534,1.8858,-0.1283,-5.018999999999778
2006-06-23,0.9616688216813828,2.1472,0.6043,-1.57100000000014
2006-06-26,0.5444322068678574,3.3813,1.7275,2.0750000000000455
2006-06-27,0.5734838693941283,3.173,0.3736,3.254000000000133
2006-06-28,0.4642921425313271,2.4602,-0.0162,-1.32100000000014
2006-06-29,0.7732753362442951,3.5899,1.9723,2.6419999999998254
2006-06-30,1.0044604976167282,3.0027,0.0355,8.105999999999995
2006-07-03,0.4373500177013881,3.8371,1.4993,5.100000000000136
2006-07-04,1.3733084424400408,2.316,-0.9271,3.0409999999997126
2006-07-05,1.2824225361451262,3.8071,2.2008,73.67500000000018
2006-07-06,0.5787304791404182,4.2754,1.3334,-3.2760000000000673
2006-07-07,0.7738521197309844,2.8335,-0.6477,5.050999999999931
2006-07-10,0.5081964941671545,2.4651,0.2392,0.5079999999998108
2006-07-11,0.40929241132327104,2.4998,0.6618,2.657000000000153
2006-07-12,0.4540728482001281,1.5583,-0.3326,0.07199999999988904
2006-07-13,4.126862636520157,-3.2683,-4.8406,-3.7929999999998927
2006-07-14,2.2254232747853937,-2.6772,0.5698,-14.634999999999991
2006-07-17,0.7787317581444414,-1.5612,1.0617,-3.160999999999831
2006-07-18,0.5121572484273026,-1.4969,0.0811,-0.527000000000271
2006-07-19,1.147316034941398,-3.3684,-2.3209999999999997,-2.481000000000222
2006-07-20,0.6550266178180159,-2.2877,0.6055,-2.536000000000058
2006-07-21,0.3757595689768627,-1.3073,0.6166,-1.3109999999999218
2006-07-24,0.8102872397763027,-0.8690000000000001,0.037000000000000005,-16.57899999999995
2006-07-25,0.3211108198513917,0.6538,1.1715,2.19399999999996
2006-07-26,0.4559063155694527,1.0469,0.0708,3.076999999999771
2006-07-27,1.1040729301498338,0.2423,-0.6809999999999999,-1.306999999999789
2006-07-28,0.8741962115337912,-0.5249,-0.7842,-0.737999999999829
2006-07-31,1.3664988256456123,-3.0684,-2.9661,-2.495999999999867
2006-08-01,1.2172076979678688,-3.3108,-0.7515,6.902000000000044
2006-08-02,1.2311959796541736,-3.0358,0.0161,-1.856000000000222
2006-08-03,0.7561561918779205,-2.7059,0.0116,-1.1259999999999764
2006-08-04,1.0875670964160846,-4.0291,-1.9305,0.5499999999999545
2006-08-07,1.1245829001992889,-4.7273,-1.4466,-8.348999999999933
2006-08-08,0.8071171646220235,-2.0544,2.1417,0.46899999999982356
